unit_id,source_file,doi,article_title,journal,year,review_round,referee_number,source_text_sha256,gate,claim_type,subfield_bucket,abstract_unit,evidence_risk,reviewer_concern,revision_direction,matched_signal_terms,non_verbatim
MS-RU-00195,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,a9c2299b0f47574057a6243005fdbdb984772958aae70bfebe0da5fc171ade0b,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; model,true
MS-RU-00196,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,6a27982eb4b4f5bd4c270055258163afd561058ef0dd570301c6b674092878d4,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,computational_materials_design,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",code,true
MS-RU-00197,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,4b450ffcc04248e95dba08bdc9ab05104454bc194b994081354a00b91d44070c,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",interest,true
MS-RU-00198,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,90044e6ffe5a297b9038a21783130d896f44973a0360341b40409f8bdf2e3784,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",interest,true
MS-RU-00199,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,d55a01cd4132e0e29c866d2a45dc54cd69a287d69f99049d738d24e79fa2dfd9,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; computational; machine learning,true
MS-RU-00200,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,43dd2c6a135d1021445fcc1a4850d094322a8fad0f5d0f1104fa2cc4049c2f73,computational_design_and_model_validation,computational_prediction_or_design_claim,porous_frameworks_and_sorbents,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",model; machine learning; ablation,true
MS-RU-00201,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,93073204e026af017eb2757bf8480abbf8a3009ecc00307fe4eef90a78d1c2e5,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,computational_materials_design,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure; tem,true
MS-RU-00202,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,b4e5a9db6205a1657ababd9d89aa49968e412a4c864455ff877eaf55a18459c1,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",model,true
MS-RU-00203,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,e3e3bc5a49025d303a79a75b69f5b16816e64c537cd2fe510c26aa6f420376a6,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,computational_materials_design,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure; image,true
MS-RU-00204,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,ad05ea806bae26e88c85d672ecb95dc7fb92f550e0521b57275226bada23a870,synthesis_route_and_reproducibility,synthesis_or_processing_claim,computational_materials_design,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",condition,true
MS-RU-00205,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,6e2c894b59e7641b31157a90c9be6100a7d56d489a3d5c0e8a37fe17ec1eecab,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,computational_materials_design,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",typo,true
MS-RU-00206,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,5db7a41a3db62d9e0e7468f37432733db862444ef2ff66a58ba4a203b695d9ae,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,computational_materials_design,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",figure,true
MS-RU-00207,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,7d3b219550657be2b3f22beb7ce64f8e11df0eab5edc5201fe92587cf81fa450,composition_phase_purity_and_identity,material_identity_or_phase_claim,computational_materials_design,"Questions whether compositional, phase, or purity evidence is sufficient to establish the claimed material identity.","The claimed material identity may be confounded by impurity phases, mixed composition, solvent, dopants, or incomplete assignment.",Reviewers ask whether the observed properties arise from the stated phase and composition.,"Provide orthogonal compositional and phase evidence, quantify purity, assign phases, and rule out likely impurities.",composition,true
MS-RU-00208,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,131f3b10818188af5d974e17fe672524907abda67ae001d2651fdd084368a32c,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",model; training,true
MS-RU-00209,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,3874b2d3ea71f41049bcccd3094712ec37b70e894a7cfa7a897db69cf061c484,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; model,true
MS-RU-00210,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,ea9b980d521f457983cbcffee30d8fea3f03cedcb560b8d376035b845dc99084,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",novel; novelty; broad; important; interest,true
MS-RU-00211,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,dc6aaf1f9925bd3fccd7d985544ebd87ef2088ffd196081b717fad6a402efe7f,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",novel; novelty; important,true
MS-RU-00212,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,74b6b74087ce27ed44ccafa6d21c230b985ffc0025988fa96e9ac505af163dd6,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",novel; novelty; state-of-the-art,true
MS-RU-00213,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,e9789861a75db07c9ac41c6e12a3a5403e4a8932b33e4ab6ff1c14431d628de4,synthesis_route_and_reproducibility,synthesis_or_processing_claim,computational_materials_design,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",synthesize; condition,true
MS-RU-00214,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,2b5a91aa81b351b60138ab2347ac6b6745f4d02c7a266bb5c855740ab1104e5e,control_materials_and_benchmarking,superiority_or_comparison_claim,computational_materials_design,"Requests fair controls, matched comparators, or state-of-the-art benchmarks before accepting superiority claims.","The comparison set may be incomplete, unfair, outdated, or not measured under equivalent conditions.","Reviewers ask for state-of-the-art controls, commercial comparators, or identical testing conditions.","Benchmark against closest materials and devices using matched protocols, transparent baselines, and literature context.",comparison; compare; reference,true
MS-RU-00215,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,9cc14259dc792214e3b88880a0835480338288795677bf55c7f9ade3584dec1c,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; model; training,true
MS-RU-00216,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,4ce145b11d2dd6458d519162a838a6bb5b9b91f3588ff737716c62b01578733e,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; computational; model; prediction,true
MS-RU-00217,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,fd133f56da97c7a71969e1741a49f0c9b86807da387511d6355d5eaa43142e74,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",novel; novelty; previous; important,true
MS-RU-00218,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,49dca0de788858854ae24223d6e2c4589de040e97cfe3477b399eaa2a530d947,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",novel; novelty; previous,true
MS-RU-00219,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,f5adec3ac0c21e0f04a61f6bac50c7f0c1eea27bf2533a5f6357921bebdb8771,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; calculation; model,true
MS-RU-00220,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,b6086e1ade4524fbfc12b5085994133d6d31cfc6b5a2a100dc76b6b859c6f35b,control_materials_and_benchmarking,superiority_or_comparison_claim,computational_materials_design,"Requests fair controls, matched comparators, or state-of-the-art benchmarks before accepting superiority claims.","The comparison set may be incomplete, unfair, outdated, or not measured under equivalent conditions.","Reviewers ask for state-of-the-art controls, commercial comparators, or identical testing conditions.","Benchmark against closest materials and devices using matched protocols, transparent baselines, and literature context.",comparison; compare; state-of-the-art,true
MS-RU-00221,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,5db1dbd3ff3b67e967ea5a92be6fadde29e829497234e308af20157a46aeaa36,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; calculation,true
MS-RU-00222,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,ee9dd4a486cd676bb9e287429d2b7c430db52d9c4bd669313a7f4ea1676d4791,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,computational_materials_design,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",code,true
MS-RU-00223,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,21ed7a606bd905ffe25a9e6fa1c3f3316fc883d876148494cc213364e36d2f73,computational_design_and_model_validation,computational_prediction_or_design_claim,two_dimensional_and_electronic_materials,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",model; generative; training,true
MS-RU-00224,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,9cbec36cddf0b2ca64137978e4fcf92bfbeb2bf5075c8a64a6a126ff224f122d,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,computational_materials_design,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",image,true
MS-RU-00225,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,c2443b31b7293c2dcd51a8df3558f790726cbfdbf87ced24a11429d8b1077a5a,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,computational_materials_design,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure; tem; image; crystal,true
MS-RU-00226,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,90c680630923cbfe08532d14067c16e7e3bc350eb02b58fe0b16f82f0b60f211,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,computational_materials_design,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",tem,true
MS-RU-00227,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,bac4c122aa7972be156270eb0d69e0c8c46f6dfc40be85b1a33928fa8e1b7c52,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",model; generative,true
MS-RU-00228,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,b5cd1a3b8083bafb2345b83f0798feecdd11657703e7900bb1672b67e248b562,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",previous,true
MS-RU-00229,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,6f4591ef29250c731e1e93ce99248d8485a664639ae7e23b30eace551aa8187c,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,computational_materials_design,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",supplementary,true
MS-RU-00230,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,98edeef92d6b0ca6a0a3735fbfc41faa5586ede2cd492a2c9428e0634f6bd2d2,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,computational_materials_design,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure; tem; crystal,true
MS-RU-00231,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,ef176c71a4b6ba39a198162f4d5a1ddbf6075cfd3fea980c47fcdcda17908b1c,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,computational_materials_design,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",tem; crystal,true
MS-RU-00232,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,1eecc28319cf0503682f150086131a761865f0895848a2933e05ad92fad156a1,statistical_inference_uncertainty_and_replicates,quantitative_difference_or_generalization_claim,computational_materials_design,"Requests replicate counts, uncertainty, and statistical support for quantitative materials comparisons or generalizations.","Quantitative differences may be based on too few replicates, unclear statistics, or unreported uncertainty.","Reviewers request replicate counts, error bars, significance tests, variance, and sample representativeness.","Report n, independent repeats, uncertainty intervals, statistical tests, and criteria for excluding measurements.",statistics; error bar,true
MS-RU-00233,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,a60775cdd021146b9b42588ec2a815cc7b7d22490d08b05d676135fefbd29178,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",novel; novelty,true
MS-RU-00234,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,8a2b22a5d44519bbf53d1f8691bfa9dd0431cba85607d610926de8d772c7cae1,synthesis_route_and_reproducibility,synthesis_or_processing_claim,computational_materials_design,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",synthesis,true
MS-RU-00235,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,eba4a0fa0cdf8bc115bbe9625996f822ca3a631bc869d53910764d512889dd21,composition_phase_purity_and_identity,material_identity_or_phase_claim,computational_materials_design,"Questions whether compositional, phase, or purity evidence is sufficient to establish the claimed material identity.","The claimed material identity may be confounded by impurity phases, mixed composition, solvent, dopants, or incomplete assignment.",Reviewers ask whether the observed properties arise from the stated phase and composition.,"Provide orthogonal compositional and phase evidence, quantify purity, assign phases, and rule out likely impurities.",phase; composition; xps; xrd,true
MS-RU-00236,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,e53e8f8c1a830f4120e4ec9f324a39c53dda02bdcd65b4c2524b23b5cad53598,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,computational_materials_design,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure; tem; crystal,true
MS-RU-00237,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,d7060393a935da81a12fc9302a41b4cbb6209b97ec4b2d52661ff39e5b8946e0,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,computational_materials_design,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",,true
