unit_id,source_file,doi,journal,publication_year,article_relevance_level,article_subfield_tags,abstract_gate,severity_proxy,unit_sha256_16,word_count,raw_text_stored
CHEM-RU-0108,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,catalysis_and_performance,specific,5aa7d800e6fd97dc,75,no
CHEM-RU-0109,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,novelty_and_positioning,specific,8128dee304f51854,190,no
CHEM-RU-0110,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,catalysis_and_performance,major,12295568ca3c5275,29,no
CHEM-RU-0111,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,novelty_and_positioning,major,c60d50b3a2b777e6,210,no
CHEM-RU-0112,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,novelty_and_positioning,specific,b7d986f566140e46,69,no
CHEM-RU-0113,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,reaction_scope_and_selectivity,specific,3173e562af047365,79,no
CHEM-RU-0114,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,detail_audit_and_clarity,specific,1c8b4d5e829fdcea,52,no
CHEM-RU-0115,2025_ncomms_s41467-025-63036-7_peer_review.pdf,10.1038/s41467-025-63036-7,Nature Communications,2025,high_core,cheminformatics; computational_chemistry; retrosynthesis; AI_for_chemistry,reaction_scope_and_selectivity,specific,0b0f6906f6854cb4,88,no
CHEM-RU-0116,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,novelty_and_positioning,specific,3c0fe6c19c2e7b8a,288,no
CHEM-RU-0117,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,catalysis_and_performance,major,de882773f2bffc0c,73,no
CHEM-RU-0118,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,catalysis_and_performance,specific,08de8b107db5cd80,74,no
CHEM-RU-0119,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,synthesis_characterization_and_analytical_evidence,specific,e240700fafc9dae6,29,no
CHEM-RU-0120,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,reaction_scope_and_selectivity,specific,b65afff2a649b2ca,32,no
CHEM-RU-0121,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,synthesis_characterization_and_analytical_evidence,specific,7a1877c5475844f5,27,no
CHEM-RU-0122,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,novelty_and_positioning,major,c9964ebd1ec3f7cb,170,no
CHEM-RU-0123,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,catalysis_and_performance,specific,09d10b9e84299962,44,no
CHEM-RU-0124,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,mechanism_and_causality,specific,321ec3cde47f13ec,22,no
CHEM-RU-0125,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,synthesis_characterization_and_analytical_evidence,specific,816c42e25fd40005,24,no
CHEM-RU-0126,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,catalysis_and_performance,major,d582ca2f4f987fa0,93,no
CHEM-RU-0127,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,catalysis_and_performance,specific,71caa20fb6d0362a,78,no
CHEM-RU-0128,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,synthesis_characterization_and_analytical_evidence,specific,4ed5263abb308d15,38,no
CHEM-RU-0129,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,synthesis_characterization_and_analytical_evidence,specific,bc27e93a386efba5,23,no
CHEM-RU-0130,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,computational_model_assumptions,specific,4e76350ee0f8d8da,23,no
CHEM-RU-0131,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,catalysis_and_performance,specific,cc271d340420d9a4,67,no
CHEM-RU-0132,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,mechanism_and_causality,specific,5176af5078935a95,188,no
CHEM-RU-0133,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,detail_audit_and_clarity,specific,37c02d5183970339,82,no
CHEM-RU-0134,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,catalysis_and_performance,major,3c6bc0d7076f7e91,35,no
CHEM-RU-0135,2025_ncomms_s41467-025-57568-1_peer_review.pdf,10.1038/s41467-025-57568-1,Nature Communications,2025,high_core,inorganic_chemistry; organometallic_chemistry; coordination_chemistry,synthesis_characterization_and_analytical_evidence,specific,f180be0c6b2b613b,143,no
CHEM-RU-0136,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,novelty_and_positioning,major,f57b29a04b2b1129,167,no
CHEM-RU-0137,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,novelty_and_positioning,specific,363011de776e8fc1,128,no
CHEM-RU-0138,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,detail_audit_and_clarity,specific,bfe844a0a057d77d,45,no
CHEM-RU-0139,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,catalysis_and_performance,specific,655f7da798a2651c,57,no
CHEM-RU-0140,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,detail_audit_and_clarity,specific,3821e1acff9fcccc,40,no
CHEM-RU-0141,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,catalysis_and_performance,specific,7e58a09341b6d3b3,30,no
CHEM-RU-0142,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,reaction_scope_and_selectivity,specific,c7736e8a3e9b70f0,33,no
CHEM-RU-0143,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,catalysis_and_performance,specific,d9771c0052712cb7,38,no
CHEM-RU-0144,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,mechanism_and_causality,specific,428a44c777626a7a,26,no
CHEM-RU-0145,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,detail_audit_and_clarity,specific,32dba47a11d7570e,58,no
CHEM-RU-0146,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,catalysis_and_performance,specific,5dd9ca22f36770e4,119,no
CHEM-RU-0147,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,detail_audit_and_clarity,specific,b786ee60e1446a9b,40,no
CHEM-RU-0148,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,novelty_and_positioning,major,9201c336dbfd02f5,168,no
CHEM-RU-0149,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,novelty_and_positioning,specific,2e89d73a40a80523,56,no
CHEM-RU-0150,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,novelty_and_positioning,major,2330c1b105805a67,215,no
CHEM-RU-0151,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,novelty_and_positioning,specific,2f9c172cd8e4a047,126,no
CHEM-RU-0152,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,novelty_and_positioning,specific,0cb3bb8d99d733fe,43,no
CHEM-RU-0153,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,catalysis_and_performance,specific,474ebf15f3e106e5,49,no
CHEM-RU-0154,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,detail_audit_and_clarity,specific,0d509baff1fa270c,23,no
CHEM-RU-0155,2025_ncomms_s41467-025-67341-z_peer_review.pdf,10.1038/s41467-025-67341-z,Nature Communications,2025,high_core,coordination_chemistry; high_throughput_chemistry; click_chemistry,novelty_and_positioning,specific,bc894ca6b5ed2852,198,no
CHEM-RU-0156,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,catalysis_and_performance,specific,317b0afd0c0ab22e,84,no
CHEM-RU-0157,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,statistical_inference_and_uncertainty,specific,e2adacc2a1546853,124,no
CHEM-RU-0158,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,computational_model_assumptions,specific,80914f20c45c15f6,61,no
CHEM-RU-0159,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,reaction_scope_and_selectivity,major,e71ae3b786b0f49b,75,no
CHEM-RU-0160,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,catalysis_and_performance,specific,566d0d18bc793075,92,no
CHEM-RU-0161,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,novelty_and_positioning,major,650f7e72274a1e37,243,no
CHEM-RU-0162,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,catalysis_and_performance,specific,8368968158891a1a,189,no
CHEM-RU-0163,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,computational_model_assumptions,specific,80ccf34ae6f6904b,96,no
CHEM-RU-0164,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,novelty_and_positioning,major,0bfd0d12558955ce,149,no
CHEM-RU-0165,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,catalysis_and_performance,specific,89050816cb2ad89f,92,no
CHEM-RU-0166,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,novelty_and_positioning,specific,140d9070249e5c2b,89,no
CHEM-RU-0167,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,catalysis_and_performance,major,93ccc0ad60827022,240,no
CHEM-RU-0168,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,synthesis_characterization_and_analytical_evidence,major,3f5673b190740738,82,no
CHEM-RU-0169,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,catalysis_and_performance,specific,77f296bd11f81cc5,44,no
CHEM-RU-0170,2025_ncomms_s41467-025-62717-7_peer_review.pdf,10.1038/s41467-025-62717-7,Nature Communications,2025,high_core,computational_chemistry; cheminformatics; molecular_property_prediction,synthesis_characterization_and_analytical_evidence,specific,b96c8c9825a592d7,28,no
CHEM-RU-0171,2025_ncomms_s41467-025-65846-1_peer_review.pdf,10.1038/s41467-025-65846-1,Nature Communications,2025,high_core,quantum_chemistry; computational_chemistry; materials_chemistry,reproducibility_data_and_code,specific,9077e51e719b8893,25,no
CHEM-RU-0172,2025_ncomms_s41467-025-65846-1_peer_review.pdf,10.1038/s41467-025-65846-1,Nature Communications,2025,high_core,quantum_chemistry; computational_chemistry; materials_chemistry,catalysis_and_performance,specific,a8ddb59cd558fc4c,117,no
CHEM-RU-0173,2025_ncomms_s41467-025-65846-1_peer_review.pdf,10.1038/s41467-025-65846-1,Nature Communications,2025,high_core,quantum_chemistry; computational_chemistry; materials_chemistry,detail_audit_and_clarity,specific,a76dd23c6f3c3e56,60,no
CHEM-RU-0174,2025_ncomms_s41467-025-65846-1_peer_review.pdf,10.1038/s41467-025-65846-1,Nature Communications,2025,high_core,quantum_chemistry; computational_chemistry; materials_chemistry,catalysis_and_performance,specific,5a4a698f6604e812,26,no
CHEM-RU-0175,2025_ncomms_s41467-025-65846-1_peer_review.pdf,10.1038/s41467-025-65846-1,Nature Communications,2025,high_core,quantum_chemistry; computational_chemistry; materials_chemistry,reproducibility_data_and_code,specific,f64768058a2d9230,20,no
CHEM-RU-0176,2025_ncomms_s41467-025-61240-z_peer_review.pdf,10.1038/s41467-025-61240-z,Nature Communications,2025,high_core,analytical_chemistry; mass_spectrometry; chemical_biology; metabolomics,catalysis_and_performance,specific,9471b344f2935978,206,no
CHEM-RU-0177,2025_ncomms_s41467-025-61240-z_peer_review.pdf,10.1038/s41467-025-61240-z,Nature Communications,2025,high_core,analytical_chemistry; mass_spectrometry; chemical_biology; metabolomics,catalysis_and_performance,specific,6d11e9e73c06efcc,103,no
CHEM-RU-0178,2025_ncomms_s41467-025-61240-z_peer_review.pdf,10.1038/s41467-025-61240-z,Nature Communications,2025,high_core,analytical_chemistry; mass_spectrometry; chemical_biology; metabolomics,novelty_and_positioning,specific,df9d3d8a0d745e84,268,no
CHEM-RU-0179,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,mechanism_and_causality,major,2cfa9254098d9c70,222,no
CHEM-RU-0180,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,catalysis_and_performance,major,65dd88f108f5afcb,89,no
CHEM-RU-0181,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,catalysis_and_performance,specific,5f60905f3fbab40b,68,no
CHEM-RU-0182,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,mechanism_and_causality,specific,53ac1496cbfd05dd,50,no
CHEM-RU-0183,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,reaction_scope_and_selectivity,specific,2f654c0b51aac86e,40,no
CHEM-RU-0184,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,catalysis_and_performance,specific,5e773d910afcaffe,85,no
CHEM-RU-0185,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,mechanism_and_causality,specific,8189537a3fb1eab5,77,no
CHEM-RU-0186,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,novelty_and_positioning,specific,29956f0b71174856,68,no
CHEM-RU-0187,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,catalysis_and_performance,specific,3a5ed3d554b9c8b3,59,no
CHEM-RU-0188,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,catalysis_and_performance,specific,0e16af1b01a4add0,43,no
CHEM-RU-0189,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,catalysis_and_performance,specific,4695cad8e5345748,20,no
CHEM-RU-0190,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,novelty_and_positioning,specific,8f21d5a52f7bc105,137,no
CHEM-RU-0191,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,novelty_and_positioning,specific,c8951864463b47f8,39,no
CHEM-RU-0192,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,catalysis_and_performance,specific,d19e775098d7d8b8,104,no
CHEM-RU-0193,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,catalysis_and_performance,specific,4310afc3dd405227,29,no
CHEM-RU-0194,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,catalysis_and_performance,specific,9f7eee52bd92f70b,31,no
CHEM-RU-0195,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,mechanism_and_causality,specific,71d3389b174681df,177,no
CHEM-RU-0196,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,mechanism_and_causality,major,55239ece25db1f8f,218,no
CHEM-RU-0197,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,reaction_scope_and_selectivity,specific,58249ee443e2a8f4,65,no
CHEM-RU-0198,2025_ncomms_s41467-025-62716-8_peer_review.pdf,10.1038/s41467-025-62716-8,Nature Communications,2025,medium_high_related,analytical_chemistry; spectroscopy; chemical_imaging; computational_chemistry,reaction_scope_and_selectivity,specific,bf24fc542dede0f4,198,no
CHEM-RU-0199,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,catalysis_and_performance,specific,2ca9ca8cecbc780f,57,no
CHEM-RU-0200,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,novelty_and_positioning,specific,defbe32529f4df00,59,no
CHEM-RU-0201,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,catalysis_and_performance,specific,3c30e3ed24705379,69,no
CHEM-RU-0202,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,synthesis_characterization_and_analytical_evidence,major,27a52221abc3b0ac,213,no
CHEM-RU-0203,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,detail_audit_and_clarity,specific,d3d7eda649d471d1,28,no
CHEM-RU-0204,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,controls_and_validation,specific,51a13017f742966d,41,no
CHEM-RU-0205,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,reproducibility_data_and_code,specific,21a48b4e6da01097,47,no
CHEM-RU-0206,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,mechanism_and_causality,specific,ee51e00c94d71142,37,no
CHEM-RU-0207,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,catalysis_and_performance,major,9b1d838f254dc3b3,96,no
CHEM-RU-0208,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,catalysis_and_performance,specific,23f12bd8249bc62c,71,no
CHEM-RU-0209,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,detail_audit_and_clarity,specific,709b3f4449ecf617,30,no
CHEM-RU-0210,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,novelty_and_positioning,specific,9b38b211c150d0f9,51,no
CHEM-RU-0211,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,novelty_and_positioning,specific,21be769296e4f294,89,no
CHEM-RU-0212,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,catalysis_and_performance,specific,b58edf2f7b3b4674,64,no
CHEM-RU-0213,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,mechanism_and_causality,specific,c7465d7212216c42,74,no
CHEM-RU-0214,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,computational_model_assumptions,specific,374e19cb0b117a99,39,no
CHEM-RU-0215,2026_commschem_s42004-025-01776-9_peer_review.pdf,10.1038/s42004-025-01776-9,Communications Chemistry,2026,high_core,computational_chemistry; AI_for_chemistry; automated_synthesis; cheminformatics,catalysis_and_performance,specific,379209f480db33ed,27,no
