unit_id,source_id,journal,year,unit_type,severity,claim_target,cluster,non_verbatim_index
unit_000340,nature_remote_sensing_review_0004,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000341,nature_remote_sensing_review_0004,Nature,2024,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_000342,nature_remote_sensing_review_0004,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000343,nature_remote_sensing_review_0004,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000344,nature_remote_sensing_review_0004,Nature,2024,figure_or_table_comment,minor,"global generalization, table evidence","Remote-sensing context, citation positioning, and prior work",true
unit_000345,nature_remote_sensing_review_0004,Nature,2024,contribution_assessment,moderate,table evidence,"Figures, extended data, and evidentiary display",true
unit_000346,nature_remote_sensing_review_0004,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000347,nature_remote_sensing_review_0004,Nature,2024,minor_comment,minor,global generalization,"Remote-sensing context, citation positioning, and prior work",true
unit_000348,nature_remote_sensing_review_0004,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000349,nature_remote_sensing_review_0004,Nature,2024,figure_or_table_comment,minor,table evidence,"Figures, extended data, and evidentiary display",true
unit_000350,nature_remote_sensing_review_0004,Nature,2024,figure_or_table_comment,moderate,table evidence,"Figures, extended data, and evidentiary display",true
unit_000351,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,moderate,novelty claim,"Methods, results, discussion structure, and explanatory clarity",true
unit_000352,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000353,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000354,nature_remote_sensing_review_0005,Nature,2024,figure_or_table_comment,moderate,"figure evidence, methodological support","Figures, extended data, and evidentiary display",true
unit_000355,nature_remote_sensing_review_0005,Nature,2024,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000356,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000357,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000358,nature_remote_sensing_review_0005,Nature,2024,minor_comment,minor,methodological support,"Long-term time series, climate variability, and trend interpretation",true
unit_000359,nature_remote_sensing_review_0005,Nature,2024,figure_or_table_comment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000360,nature_remote_sensing_review_0005,Nature,2024,figure_or_table_comment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000361,nature_remote_sensing_review_0005,Nature,2024,moderate_concern,moderate,figure evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000362,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,moderate,novelty claim,"Glacier, ocean mass, mass balance, and cryosphere change",true
unit_000363,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000364,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000365,nature_remote_sensing_review_0005,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_000366,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000367,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000368,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000369,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000370,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_000371,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,"table evidence, methodological support","Figures, extended data, and evidentiary display",true
unit_000372,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000373,nature_remote_sensing_review_0005,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000374,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000375,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000376,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000377,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000378,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000379,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000380,nature_remote_sensing_review_0005,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000381,nature_remote_sensing_review_0005,Nature,2024,figure_or_table_comment,moderate,figure evidence,"Spatial data, resolution, and product coverage",true
unit_000382,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000383,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000384,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000385,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000386,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000387,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,moderate,novelty claim,"Methods, results, discussion structure, and explanatory clarity",true
unit_000388,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,minor,novelty claim,"Methods, results, discussion structure, and explanatory clarity",true
unit_000389,nature_remote_sensing_review_0005,Nature,2024,moderate_concern,moderate,"product validity, methodological support","Spatial data, resolution, and product coverage",true
unit_000390,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,moderate,"novelty claim, table evidence, methodological support","Figures, extended data, and evidentiary display",true
unit_000391,nature_remote_sensing_review_0005,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000392,nature_remote_sensing_review_0005,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000393,nature_remote_sensing_review_0005,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000394,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000395,nature_remote_sensing_review_0005,Nature,2024,line_comment,minor,"product validity, model performance","Spatial data, resolution, and product coverage",true
unit_000396,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,"figure evidence, methodological support","Figures, extended data, and evidentiary display",true
unit_000397,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000398,nature_remote_sensing_review_0005,Nature,2024,figure_or_table_comment,moderate,"figure evidence, table evidence","Figures, extended data, and evidentiary display",true
unit_000399,nature_remote_sensing_review_0005,Nature,2024,figure_or_table_comment,moderate,figure evidence,"Long-term time series, climate variability, and trend interpretation",true
unit_000400,nature_remote_sensing_review_0005,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000401,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_000402,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000403,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000404,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000405,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000406,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,table evidence,"Figures, extended data, and evidentiary display",true
unit_000407,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000408,nature_remote_sensing_review_0005,Nature,2024,contribution_assessment,minor,novelty claim,"Methods, results, discussion structure, and explanatory clarity",true
unit_000409,nature_remote_sensing_review_0005,Nature,2024,minor_comment,minor,methodological support,"Spatial data, resolution, and product coverage",true
unit_000410,nature_remote_sensing_review_0005,Nature,2024,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000411,nature_remote_sensing_review_0005,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000412,nature_remote_sensing_review_0005,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000413,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000414,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000415,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_000416,nature_remote_sensing_review_0005,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000417,nature_remote_sensing_review_0005,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000418,nature_remote_sensing_review_0005,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000419,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000420,nature_remote_sensing_review_0005,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000421,nature_remote_sensing_review_0005,Nature,2024,figure_or_table_comment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000422,nature_remote_sensing_review_0005,Nature,2024,line_comment,minor,figure evidence,"Long-term time series, climate variability, and trend interpretation",true
unit_000423,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,moderate,"global generalization, novelty claim","Spatial data, resolution, and product coverage",true
unit_000424,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000425,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000426,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000427,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000428,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000429,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000430,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000431,nature_remote_sensing_review_0006,Nature,2024,line_comment,major,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000432,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000433,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000434,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000435,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000436,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000437,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,C3/C4 vegetation coverage and biome classification,true
unit_000438,nature_remote_sensing_review_0006,Nature,2024,line_comment,major,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000439,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,C3/C4 vegetation coverage and biome classification,true
unit_000440,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000441,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000442,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,uncertainty claim,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000443,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000444,nature_remote_sensing_review_0006,Nature,2024,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000445,nature_remote_sensing_review_0006,Nature,2024,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000446,nature_remote_sensing_review_0006,Nature,2024,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000447,nature_remote_sensing_review_0006,Nature,2024,figure_or_table_comment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000448,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000449,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000450,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,moderate,"global generalization, methodological support","Methods, results, discussion structure, and explanatory clarity",true
unit_000451,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000452,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,"trend interpretation, causal or attribution claim","Long-term time series, climate variability, and trend interpretation",true
unit_000453,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000454,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000455,nature_remote_sensing_review_0006,Nature,2024,figure_or_table_comment,moderate,figure evidence,"Spatial data, resolution, and product coverage",true
unit_000456,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000457,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_000458,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000459,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_000460,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000461,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000462,nature_remote_sensing_review_0006,Nature,2024,revision_assessment,moderate,"figure evidence, table evidence","Figures, extended data, and evidentiary display",true
unit_000463,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,"figure evidence, table evidence","Figures, extended data, and evidentiary display",true
unit_000464,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000465,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,moderate,"global generalization, novelty claim","Spatial data, resolution, and product coverage",true
unit_000466,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000467,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000468,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000469,nature_remote_sensing_review_0006,Nature,2024,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_000470,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,global generalization,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000471,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000472,nature_remote_sensing_review_0006,Nature,2024,major_concern,major,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000473,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000474,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000475,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000476,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000477,nature_remote_sensing_review_0006,Nature,2024,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000478,nature_remote_sensing_review_0006,Nature,2024,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_000479,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,global generalization,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000480,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_000481,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000482,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000483,nature_remote_sensing_review_0006,Nature,2024,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000484,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000485,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000486,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000487,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000488,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000489,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_000490,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,minor,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_000491,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000492,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,minor,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000493,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000494,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Emission, source attribution, and plume-like inference",true
unit_000495,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000496,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000497,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000498,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000499,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Long-term time series, climate variability, and trend interpretation",true
unit_000500,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000501,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,table evidence,"Figures, extended data, and evidentiary display",true
unit_000502,nature_remote_sensing_review_0006,Nature,2024,figure_or_table_comment,minor,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_000503,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000504,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,global generalization,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000505,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_000506,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000507,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000508,nature_remote_sensing_review_0006,Nature,2024,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_000509,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,causal or attribution claim,"Figures, extended data, and evidentiary display",true
unit_000510,nature_remote_sensing_review_0006,Nature,2024,revision_assessment,minor,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_000511,nature_remote_sensing_review_0006,Nature,2024,figure_or_table_comment,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_000512,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000513,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000514,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000515,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Boreal forests, burned area, fire size, and post-fire surface response",true
unit_000516,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_000517,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000518,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,methodological support,"Figures, extended data, and evidentiary display",true
unit_000519,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_000520,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000521,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_000522,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000523,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000524,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Tree cover, land cover, land-use change, and mapping definitions",true
unit_000525,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000526,nature_remote_sensing_review_0006,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000527,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000528,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000529,nature_remote_sensing_review_0006,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000530,nature_remote_sensing_review_0006,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
